taxi_group_name,driver_full_name,disabled,deleted,vehicle_brand,experience_group,awards,endurance_score,profitability_score,safety_adherence_score,efficiency_score,no_of_1_star_rating,no_of_2_star_rating,no_of_3_star_rating,no_of_4_star_rating,no_of_5_star_rating
Thomas Ltd,John Mills,0,0,13,5,0,-0.756324,-0.969553,-0.345392,-0.121042,1,3,6,64,50
Thomas Ltd,Shirley Bryan,0,0,14,4,1,0.236068,-0.144878,1.82984,0.933256,6,20,9,51,47
Thomas Ltd,Ian Murphy,0,0,16,6,0,-0.401248,2.11378,-0.849258,-0.367582,17,30,42,19,25
Thomas Ltd,Leslie Jones,0,0,12,5,0,1.13911,-0.160911,0.14184,0.794754,3,-2,7,53,56
Thomas Ltd,Rita Green,0,0,12,5,0,0.0424333,0.133233,-0.687226,-0.194067,15,16,40,21,29
Thomas Ltd,Anna Adams,0,0,12,5,0,0.554809,0.857334,0.573955,0.361158,20,33,32,28,24
Thomas Ltd,Zoe Watts,0,0,0,5,0,-0.539944,-0.565893,0.430586,-0.889669,10,38,48,16,24
Thomas Ltd,Martin Saunders,0,0,12,1,0,-0.640373,-0.0361346,-0.527189,0.956331,4,34,29,37,26
Thomas Ltd,Joshua May,0,0,15,1,0,0.4118,0.741961,-0.358357,2.06193,6,10,19,47,31
Thomas Ltd,Joseph Mitchell,0,0,17,3,0,1.01339,-0.522042,0.164423,0.457591,18,24,46,17,17
Thomas Ltd,Martyn Howells,0,0,1,2,0,0.230342,0.386995,0.580629,1.56427,2,12,12,42,67
Thomas Ltd,Katy Grant,0,0,17,1,0,1.07529,1.48118,0.135209,0.397834,16,32,65,16,6
Thomas Ltd,Douglas Barrett,0,0,17,1,0,-0.344299,-0.492465,0.276576,-0.366964,18,37,48,5,10
Thomas Ltd,Ian Edwards,0,0,9,1,0,-0.906821,-0.90494,-0.631849,-1.30502,3,13,15,51,45
Thomas Ltd,Francis Lawson,0,0,14,2,1,1.36287,0.400806,1.83051,1.53398,8,12,33,29,40
Thomas Ltd,Katie McLean,0,0,16,5,0,-1.2391,-0.763194,-0.0903334,-1.25502,17,20,42,30,34
Thomas Ltd,Vanessa Pearce,0,0,17,1,0,0.47129,-0.21495,-0.356266,1.07076,10,29,40,32,44
Thomas Ltd,Samantha Bradley,0,0,0,3,0,-0.359593,0.269485,-0.942373,3.15526,15,32,42,17,8
Thomas Ltd,Anna Harper,0,0,4,6,0,0.405585,0.049485,0.364592,0.18177,22,20,36,23,16
Thomas Ltd,Rosie Roberts,0,0,14,3,1,-0.703382,2.14362,-0.770526,2.73191,3,6,12,68,65
Thomas Ltd,Carol Hussain,0,0,9,4,0,-0.298268,-0.372272,-0.214619,0.747444,5,35,45,16,18
Thomas Ltd,Rachael Parry,0,0,2,6,0,-0.00503553,-0.0871729,-0.743507,-0.328408,11,36,43,17,8
Thomas Ltd,Albert Wilkinson,0,0,14,5,0,-0.486983,-1.10896,-0.950298,0.0368389,7,32,45,34,27
Thomas Ltd,Jade Wilkinson,0,0,12,2,0,-0.659354,-0.188717,-0.683368,0.576527,8,7,7,62,45
Thomas Ltd,Hazel Briggs,0,0,8,3,0,-0.224113,2.7406,-0.0412504,0.247967,12,17,40,34,42
Thomas Ltd,June Smith,0,0,17,1,0,1.00669,2.29415,1.08798,0.351485,11,18,25,39,46
Thomas Ltd,Charles Barrett,0,0,16,4,0,-0.1143,0.400686,1.32676,-1.28076,14,30,48,7,3
Thomas Ltd,Derek Murphy,0,0,2,5,0,0.219763,2.02438,0.542597,0.955261,12,27,31,32,30
Thomas Ltd,Albert Ford,0,0,6,2,1,1.35785,1.65763,0.453886,0.796648,1,8,6,61,41
Thomas Ltd,Lynda Freeman,0,0,6,3,0,0.354684,1.1814,-0.200761,0.422363,22,25,46,34,22
Thomas Ltd,Beth Clarke,0,0,1,2,0,-0.461035,0.238478,-0.971055,0.771701,10,19,26,35,27
Thomas Ltd,Glenn Evans,0,0,17,2,0,0.244165,-1.17758,-1.0901,0.0217526,-1,2,7,56,56
Thomas Ltd,Mohamed McKenzie,0,0,1,2,0,-0.390035,0.136478,-0.993055,0.831701,11,17,26,37,32
Thomas Ltd,Marion King,0,0,12,1,0,1.43853,0.544728,0.114453,0.81296,18,37,27,25,22
Thomas Ltd,Scott Webb,0,0,2,6,1,1.58438,0.576427,1.45052,0.92543,13,8,12,42,68
Thomas Ltd,Emma Green,0,0,9,5,0,-0.435171,-0.469839,0.327568,1.59057,19,24,41,21,25
Thomas Ltd,Sian Smith,0,0,10,1,0,-2.33148,-0.760652,-1.51941,0.934154,5,20,21,41,50
Thomas Ltd,Alexandra Morris,0,0,16,6,0,-0.342248,2.15878,-0.796258,-0.245582,14,29,42,19,25
Thomas Ltd,Chelsea Taylor,0,0,17,1,0,1.08277,-0.0978916,3.49037,-1.29347,15,33,62,6,14
Thomas Ltd,Duncan Jackson,0,0,9,4,0,-0.441268,-0.289272,-0.237619,0.655444,1,31,45,19,18
Thomas Ltd,Leon Jennings,0,0,2,4,0,-0.513718,-0.273629,-0.862539,-0.937771,13,22,54,16,12
Thomas Ltd,Jamie Wright,0,0,17,5,0,0.142048,-0.391635,-0.663566,0.0661644,13,26,36,31,32
Thomas Ltd,Kayleigh Skinner,0,0,14,1,1,1.47277,2.11764,-0.176456,2.41894,2,0,4,63,66
Thomas Ltd,Thomas King,0,0,0,2,0,0.371057,1.49776,-0.0303041,0.651491,25,44,70,-4,-2
Thomas Ltd,Joseph Sharp,0,0,14,3,1,-0.745343,-0.252008,2.73744,0.797513,2,4,8,67,54
Thomas Ltd,Josephine Chapman,0,0,17,3,0,1.15265,2.14721,1.21455,-0.0217136,12,21,39,38,26
Thomas Ltd,Rachael Smith,0,0,6,2,0,0.293743,0.155799,0.142185,1.1719,13,21,27,40,49
Thomas Ltd,Francis Lees,0,0,0,2,0,-0.21528,-0.331265,-0.917764,0.981433,20,40,61,12,15
Thomas Ltd,Nigel Howe,0,0,17,5,0,1.12173,-0.646091,-0.166526,-0.228892,20,30,42,22,22
Thomas Ltd,Harriet Brown,0,0,12,6,0,-1.23726,-1.37766,-1.13522,-0.287363,2,2,-1,71,49
Thomas Ltd,Timothy Faulkner,0,0,5,5,0,1.41598,1.9014,0.583642,-0.888165,20,20,55,13,12
Thomas Ltd,Diana Knight,0,0,12,1,0,-0.12577,0.430458,-0.216454,1.02049,19,26,35,29,38
Thomas Ltd,Kate Adams,0,0,17,3,0,-1.09674,0.0902075,-0.272004,-1.22007,11,28,42,21,15
Thomas Ltd,Declan Barnes,0,0,17,4,0,1.7018,0.146956,-0.10051,-0.92279,29,50,56,7,9
Thomas Ltd,Jill Powell,0,0,3,5,0,0.186794,0.588286,-0.349443,1.54933,5,17,30,32,49
Thomas Ltd,Martyn Walsh,0,0,4,2,0,0.810797,1.34822,0.0466533,-0.877682,19,40,52,12,9
Thomas Ltd,Shaun Stevens,0,0,12,4,0,-0.0951055,1.75964,0.693164,2.37233,2,6,3,41,71
Thomas Ltd,Shannon Armstrong,0,0,9,2,0,-1.44274,-1.29861,-1.16211,-0.633624,4,18,28,36,34
Thomas Ltd,Paul Jenkins,0,0,1,3,0,-1.38858,-0.674775,-1.1527,-1.17469,12,19,26,39,41
Thomas Ltd,Dale Gibbons,0,0,1,5,0,-0.29721,0.729437,-0.379991,1.30861,12,24,27,35,32
Thomas Ltd,Marie Higgins,0,0,15,1,0,-1.58325,0.109683,0.475239,-0.384397,11,34,48,23,27
Thomas Ltd,Cheryl Welch,0,0,12,5,0,-0.772067,-0.662789,-0.736451,-0.813028,27,37,58,5,7
Thomas Ltd,Raymond Watson,0,0,1,5,0,-1.01023,0.244571,-0.211499,-0.241344,6,19,26,35,39
Thomas Ltd,Frank Todd,0,0,0,3,0,-0.288074,-0.908033,-0.202328,-0.205493,17,37,71,7,2
Thomas Ltd,Linda Byrne,0,0,1,5,0,-1.12265,-0.472803,-1.15733,-0.180491,9,19,35,39,45
Thomas Ltd,Karen Griffiths,0,0,6,2,0,-0.342149,-0.400231,-0.505296,0.496156,12,15,28,24,35
Thomas Ltd,Jeffrey Roberts,0,1,14,2,0,4.68585,-1.50063,-0.441814,-1.16424,11,33,53,14,19
Thomas Ltd,Jane Jones,0,0,17,3,0,1.13365,2.26021,1.21355,0.0722864,12,18,38,36,30
Thomas Ltd,Jane Potter,0,0,2,5,1,2.18579,1.22719,0.526752,0.9675,-1,8,12,35,41
Thomas Ltd,Donald Connor,0,0,3,4,0,-0.656265,-0.340402,1.11132,0.512439,11,17,21,37,35
Thomas Ltd,Gary Murphy,0,0,12,6,0,0.256892,0.0502249,-0.388991,1.0929,16,24,34,21,20
Thomas Ltd,Stephanie Power,0,0,10,5,0,-0.740225,-0.220459,-1.16111,-0.100283,-2,8,14,53,35
Thomas Ltd,Vincent Short,0,0,17,2,0,-0.48716,-0.750731,0.27206,-1.05279,10,30,39,17,20
Thomas Ltd,Marc Smith,0,0,13,4,0,1.322,0.507744,-0.19025,0.643022,12,20,25,30,39
Thomas Ltd,Mohammed Williams,0,1,6,5,0,0.235048,0.56012,-0.325085,1.12244,6,28,33,34,25
Thomas Ltd,Ross Nash,0,0,12,2,0,0.625202,-0.0583087,-0.268702,0.753652,13,46,58,5,6
Thomas Ltd,Dominic White,0,0,17,2,0,-0.51516,-0.691731,0.40106,-1.17379,14,31,41,18,20
Thomas Ltd,Samuel Watts,0,0,9,4,0,0.291598,0.38047,0.376637,-1.05053,14,31,60,9,7
Thomas Ltd,Maria Taylor,0,0,17,3,0,-0.88488,0.313683,-1.80919,-0.117425,10,19,43,22,19
Thomas Ltd,Chelsea Houghton,0,0,17,1,0,0.752305,-0.510248,-0.202737,-1.78216,2,3,8,47,43
Thomas Ltd,George Quinn,0,0,6,6,0,-0.18627,-0.148048,-0.613785,0.461576,12,30,46,25,32
Thomas Ltd,Donna Chapman,0,0,15,3,0,0.0572562,-0.718916,-0.366833,0.144288,15,32,35,25,35
Thomas Ltd,Terence Clarke,0,0,17,2,0,0.0974537,-1.83841,-0.740387,-0.936289,19,37,52,18,10
Thomas Ltd,Caroline Page,0,0,14,4,0,0.0279049,1.36744,-0.218935,0.367088,10,13,20,57,49
Thomas Ltd,Joanne Day,0,0,17,1,0,0.443329,0.359192,-0.20832,0.0726996,11,22,23,20,39
Thomas Ltd,Albert Hudson,0,0,5,1,0,-0.153988,0.865221,-0.38466,0.88888,9,22,33,28,25
Thomas Ltd,Thomas Howard,0,0,3,3,0,-1.21342,-1.14141,-1.09473,-0.0641485,6,4,21,47,37
Thomas Ltd,Geraldine Godfrey,0,0,4,2,0,-0.691677,-1.61072,-1.50555,-1.92343,4,27,34,20,16
Thomas Ltd,Angela Marshall,0,0,17,2,0,-0.795714,-0.338635,-0.405349,-0.914616,0,5,6,49,51
Thomas Ltd,Elliott McLean,1,0,5,1,0,-1.08248,0.12556,-1.15194,0.0689795,4,11,16,35,43
Thomas Ltd,Joshua Smith,0,0,13,6,0,-0.215378,-0.101666,0.497083,-0.908837,15,36,56,6,11
Thomas Ltd,Cheryl Marsh,0,0,12,2,0,1.13467,-0.260131,-0.221788,-0.746406,13,32,45,17,19
Thomas Ltd,Ben Campbell,0,0,17,1,0,0.451409,0.0524482,0.115121,0.623491,9,35,49,27,22
Thomas Ltd,Heather Kaur,0,0,12,5,0,-0.243721,-0.0947607,-0.332387,-0.205288,18,32,62,26,17
Thomas Ltd,Allan Baker,0,0,4,6,0,-0.321288,-1.00174,-0.303488,-0.610126,20,35,51,9,16
Thomas Ltd,Dominic Williams,0,0,14,6,1,0.322781,2.42536,-0.541178,0.307915,14,17,27,31,32
Thomas Ltd,Jill Thomas,0,0,16,4,0,-0.1183,0.281686,1.26776,-1.20376,14,33,49,10,3
Thomas Ltd,Clive Wyatt,0,0,12,1,0,0.564534,0.117071,0.0115838,1.20254,9,16,31,28,35
Thomas Ltd,Jack Jones,0,0,0,4,0,0.0142186,0.473234,-0.75813,-0.0151972,18,28,54,22,16
Thomas Ltd,Steven Ford,0,0,3,4,0,-0.667283,-0.532115,1.07334,0.645716,4,5,13,45,44
Thomas Ltd,Pauline Pearce,0,0,0,1,0,-0.739186,-1.77167,-0.545684,-1.3314,17,29,49,11,11
Thomas Ltd,Donna Johnson,0,0,6,1,1,0.757501,0.723797,0.499629,0.784478,3,7,12,49,44
Thomas Ltd,Martin Turner,0,0,9,1,0,-0.443365,-0.420556,-0.179274,-1.06022,28,46,61,3,9
Thomas Ltd,Pamela Walker,0,0,14,4,0,2.07235,-0.212532,1.48452,0.647834,9,15,20,38,48
Thomas Ltd,Ann Jones,0,0,6,3,0,-0.884664,-0.528659,-1.1463,-0.852956,3,-1,3,52,68
Thomas Ltd,Rosemary Williams,1,0,10,5,0,1.49893,1.82261,-0.485766,0.646339,6,14,17,38,31
Thomas Ltd,Jake Smith,0,0,14,4,0,-0.891449,-1.45067,-0.754392,-0.809718,1,2,1,57,54
Thomas Ltd,Max Chan,0,0,10,5,0,1.54684,-0.37622,0.354773,-1.16609,7,3,0,59,58
Thomas Ltd,Andrew Marshall,0,0,5,3,0,-0.322348,0.604625,0.421765,1.13124,3,14,15,50,35
Thomas Ltd,Jane Gray,0,0,4,6,0,0.926314,-0.405758,-0.22855,-0.225305,14,24,37,29,33
Thomas Ltd,Harry Lawrence,0,0,6,2,0,-0.680246,-0.993878,1.45871,-1.29681,11,39,63,0,3
Thomas Ltd,Leslie Wade,0,0,14,1,0,1.19715,0.746197,0.801116,1.04842,2,0,4,67,56
Thomas Ltd,Nicola Richards,0,0,3,4,0,-0.847735,-0.488419,1.03139,0.540715,5,11,19,36,43
Thomas Ltd,Sheila Roberts,0,0,17,3,0,-0.0596074,1.84371,-0.213339,1.16785,3,4,13,52,53
Thomas Ltd,Richard Moore,0,0,5,1,0,-0.841696,0.805142,0.14868,0.354743,9,12,27,38,39
Thomas Ltd,Roger Dale,0,1,15,6,0,-0.782871,-0.972337,2.39517,-0.551316,0,2,6,57,50
Thomas Ltd,Jay Welch,0,0,9,1,0,-0.269444,-0.489278,-0.323828,-0.20748,17,31,47,18,17
Thomas Ltd,Ruth Moss,0,0,6,5,0,0.054902,0.331612,-0.944213,-0.586798,4,5,14,58,53
Thomas Ltd,Lynn Crawford,0,1,14,2,0,1.16044,0.608087,0.790757,1.18279,5,5,18,40,39
Thomas Ltd,Ruth Marsden,0,0,12,1,0,-1.1231,-0.990546,-1.07773,-0.395379,-1,4,5,64,50
Thomas Ltd,Angela Walters,0,0,15,5,0,-0.642003,0.92249,-0.95886,0.0582549,12,43,38,25,24
Thomas Ltd,Kirsty Riley,0,0,15,1,0,-1.58925,0.0986834,0.523239,-0.376397,13,34,44,24,26
Thomas Ltd,Melanie Jenkins,0,1,6,3,0,-0.870664,-0.537659,-1.1353,-0.714956,2,4,3,50,69
Thomas Ltd,Sam Woodward,0,1,4,6,0,-0.348288,-1.03574,-0.161488,-0.622126,17,35,49,11,16
Thomas Ltd,Gregory Norton,0,0,9,4,0,-0.123417,0.945831,1.86793,1.00953,6,7,14,52,42
Thomas Ltd,Denis Parker,0,0,4,6,0,-0.302288,-0.944736,-0.171488,-0.595126,15,37,48,12,14
Thomas Ltd,Derek Stewart,0,0,9,3,0,-0.85399,-0.507913,-0.912865,0.984671,10,16,36,25,25
Thomas Ltd,Molly Bishop,0,0,9,5,0,-0.0297641,-0.514827,0.0820063,0.765823,21,40,58,9,13
Thomas Ltd,Justin Kay,0,0,9,1,0,1.09049,0.517063,0.370568,-0.455396,17,39,45,15,18
Thomas Ltd,Louise Morris,0,0,12,5,0,1.36359,-0.670721,0.354073,-0.646832,4,8,13,55,48
Thomas Ltd,Dean Patel,0,0,5,5,0,0.311831,0.0220668,-0.626726,-1.11107,12,26,46,25,22
Thomas Ltd,Julian Turner,0,0,16,3,0,-0.702815,0.879512,1.68055,-0.659075,15,22,41,22,28
Thomas Ltd,Judith Newton,0,0,17,5,0,0.860138,-0.280754,0.545597,1.39912,-1,7,7,49,48
Thomas Ltd,Olivia Graham,0,0,14,4,0,-1.02945,-1.56067,-0.784392,-0.783718,-4,4,3,54,52
Thomas Ltd,James Holland,0,0,12,1,0,-0.288975,1.03392,-0.184045,1.15359,11,14,26,42,41
Thomas Ltd,Iain Anderson,0,0,6,6,0,-0.345611,-0.530872,-0.482135,0.0957572,14,26,36,24,14
Thomas Ltd,Duncan Moore,0,0,8,6,0,-0.355984,-0.388576,-0.171039,-0.925273,6,20,37,26,20
Thomas Ltd,Elizabeth Elliott,0,0,17,6,0,-0.623894,-0.395527,-0.792151,0.998916,6,19,25,34,35
Thomas Ltd,Gordon Blake,0,0,17,1,0,0.978234,-0.206662,1.22968,-1.25402,19,24,53,9,15
Thomas Ltd,Robert Gill,0,0,14,4,0,-0.120095,1.39144,-0.358935,0.469088,6,12,20,54,47
Thomas Ltd,Stanley Barton,0,0,0,3,0,-0.417593,0.372485,-0.832373,3.09226,13,30,43,15,6
Thomas Ltd,Howard Daly,0,0,9,4,0,-0.600923,-0.329667,-0.254702,-1.24931,2,4,4,58,73
Thomas Ltd,Bethan Ball,0,0,9,1,0,-0.22538,0.244211,-0.804034,-0.42181,9,28,48,9,16
Thomas Ltd,Clive Wright,0,0,15,6,1,-0.691363,0.668427,2.41882,-0.582455,3,12,11,48,34
Thomas Ltd,Rita Daly,0,0,14,1,0,1.27015,0.560197,0.849116,1.15842,5,4,1,65,53
Thomas Ltd,Lynda Finch,0,0,9,4,0,0.243598,0.29047,0.433637,-1.03053,13,33,60,7,6
Thomas Ltd,Hazel Johnson,0,0,0,1,0,-0.283483,-1.09518,-0.667317,0.0605993,17,42,59,5,6
Thomas Ltd,Sylvia Gibson,0,0,15,4,0,-0.0174768,1.45304,-1.12708,-0.32517,9,12,19,48,51
Thomas Ltd,Emma Martin,0,0,2,5,1,1.12734,1.23211,0.829474,0.849165,4,4,10,56,45
Thomas Ltd,Eric Chapman,0,0,17,2,0,-0.18628,-1.15385,-0.0995527,0.117427,11,15,33,44,29
Thomas Ltd,Emily Young,1,0,6,3,0,-0.279444,-0.495135,-1.08007,-1.13649,14,25,41,35,25
Thomas Ltd,Alison Simmons,0,0,12,5,0,-0.328721,-0.0367607,-0.297387,-0.111288,16,35,57,28,14
Thomas Ltd,Jessica Tomlinson,0,0,4,6,0,-1.07559,-1.30105,-1.07426,-0.828461,4,8,8,52,48
Thomas Ltd,Clare Hodgson,0,0,4,1,0,1.00318,-0.328748,-0.00468887,-0.338446,20,29,51,9,10
Thomas Ltd,Kenneth Birch,0,0,14,3,1,-0.790382,2.12862,-0.713526,2.73891,4,3,12,68,65
Thomas Ltd,Lynn Hughes,0,0,3,3,0,-0.367503,-1.16465,-0.688071,0.914087,11,9,10,47,50
Thomas Ltd,Alan Hayes,0,0,17,1,0,0.735913,-0.255765,0.264068,0.054219,14,29,46,8,17
Thomas Ltd,Stephen Dixon,0,1,14,1,1,1.38997,1.01311,0.507073,2.14458,4,18,25,40,41
Thomas Ltd,Jeremy Booth,0,0,14,5,0,-0.0165552,-0.757689,-0.697625,1.50705,5,20,21,25,45
Thomas Ltd,Abbie Reid,0,0,9,2,0,-0.85739,-0.917585,-0.198742,-0.816405,-1,7,14,44,51
Thomas Ltd,Tracey Lawrence,0,0,6,1,0,-0.12779,1.5106,-0.430125,-0.194631,-1,3,7,60,65
Thomas Ltd,Sophie Norris,0,0,9,5,0,-0.317856,-0.529333,0.0581451,0.41597,11,22,22,20,34
Thomas Ltd,Gemma Mann,0,1,17,1,0,-0.548238,1.52314,1.3025,0.26579,21,32,43,14,30
Thomas Ltd,Katie Swift,0,0,9,2,0,-1.39074,-1.41261,-1.18311,-0.718624,5,18,31,36,31
Thomas Ltd,Julian Taylor,1,0,16,2,0,0.2334,0.178769,3.97736,-1.33647,5,14,24,43,50
Thomas Ltd,Brett Stone,0,0,3,1,0,-1.18518,-1.49064,-0.713285,1.08638,6,16,20,36,31
Thomas Ltd,Andrew Parker,0,0,2,4,0,1.42104,1.49796,0.654124,1.16949,5,27,18,38,40
Thomas Ltd,Martin Simpson,0,0,2,1,0,0.831138,1.76315,0.721038,0.331367,14,21,29,29,25
Thomas Ltd,Lynn Stephenson,0,1,17,3,0,-0.35064,-0.994878,0.894222,-0.156354,8,19,34,26,29
Thomas Ltd,Victor Williams,0,0,17,2,1,1.28412,-0.0365429,1.22741,0.542214,4,5,13,51,58
Thomas Ltd,Shaun Johnson,0,0,12,4,0,0.174088,0.716933,-0.306975,1.63703,11,42,45,12,10
Thomas Ltd,Carole Dean,0,0,6,3,0,-0.889664,-0.646659,-1.1323,-0.778956,1,2,2,47,71
Thomas Ltd,Lauren Porter,0,0,0,1,0,-1.1734,-1.32906,-1.45457,-0.615178,3,19,23,37,37
Thomas Ltd,Kayleigh Collins,0,0,1,3,0,-0.0552155,0.415396,-0.153077,0.0746352,11,33,41,7,19
Thomas Ltd,Charlotte James,0,0,6,1,0,-0.826813,0.277108,-0.566528,0.806409,11,30,45,25,24
Thomas Ltd,Josephine Cook,0,0,5,5,0,0.518848,0.784851,0.307985,-0.996533,12,46,64,5,18
Thomas Ltd,Conor Clark,0,0,0,2,0,0.347919,3.30747,1.41596,0.302138,15,7,19,41,52
Thomas Ltd,Norman Davies,0,0,3,2,0,0.0551982,-0.756481,-0.664758,-0.805129,17,31,65,6,15
Thomas Ltd,Oliver Ellis,0,0,6,3,0,-0.448444,-0.572135,-1.17407,-1.06349,16,24,42,30,24
Thomas Ltd,Elaine Briggs,1,0,10,5,0,-0.313679,0.161844,-0.995627,-0.0636433,0,4,9,61,44
Thomas Ltd,Jill Kelly,0,0,3,4,0,0.0309036,-0.281074,1.39809,-0.346926,2,3,1,65,51
Thomas Ltd,Sheila Hughes,0,1,8,5,0,-0.370916,-0.921323,2.223,-1.30982,14,30,49,9,16
Thomas Ltd,Iain Smith,1,0,12,1,0,2.6915,-0.186611,-1.02003,-0.892891,15,44,57,8,4
Thomas Ltd,Aimee Jenkins,0,0,17,1,0,-1.54767,0.898988,0.546463,-0.619455,11,16,26,27,28
Thomas Ltd,Linda Campbell,0,0,0,5,0,-0.791873,-0.128605,-0.947667,-0.328826,0,10,14,43,47
Thomas Ltd,Vanessa Clarke,0,0,17,5,0,0.800138,-0.238754,0.535597,1.44212,1,5,4,49,48
Thomas Ltd,Gillian Payne,0,0,0,2,0,0.132989,0.241269,2.16316,-0.929223,18,33,42,10,7
Thomas Ltd,Marilyn Collins,0,0,1,2,0,-0.463904,0.476927,-0.534245,1.64207,9,20,23,36,46
Thomas Ltd,Max Begum,0,0,12,2,0,1.28367,-0.346131,-0.0917879,-0.710406,10,33,45,17,17
Thomas Ltd,Lee Boyle,0,0,12,2,0,1.24767,-0.323131,-0.0687879,-0.707406,10,29,45,19,19
Thomas Ltd,Chloe Kaur,0,0,6,5,0,-0.806931,-0.751109,-0.87883,-0.0536134,6,7,11,52,52
Thomas Ltd,Benjamin Harrison,0,0,9,5,0,0.123236,-0.547827,-0.0509937,0.812823,23,40,59,13,9
Thomas Ltd,Megan Harrison,0,1,6,4,0,-0.127448,0.0488838,-0.74621,0.507831,6,22,36,25,22
Thomas Ltd,Dennis Daly,0,0,11,2,0,-0.993271,-0.65496,-0.916641,0.212621,15,25,31,14,24
Thomas Ltd,Alex Savage,0,0,17,1,0,0.44229,-0.35795,-0.327266,1.01576,11,29,39,34,48
Thomas Ltd,Claire Patel,0,0,17,3,0,-1.88939,-1.97732,-1.65616,0.46864,11,27,42,21,20
Thomas Ltd,Dennis Morris,0,0,0,1,0,-0.427798,-0.808978,-0.75059,-0.880026,20,36,67,12,14
Thomas Ltd,Peter Moore,0,1,17,5,0,-0.810343,-0.777078,-0.925403,-0.169715,3,7,9,49,60
Thomas Ltd,Natasha Garner,0,0,10,5,0,-0.385534,-0.183033,-0.728975,-1.19617,16,36,50,21,20
Thomas Ltd,Francis Bolton,0,0,15,1,0,-0.633746,0.487618,1.26661,-1.14631,18,38,57,9,5
Thomas Ltd,John Walters,0,0,0,4,0,-0.0615086,-0.0507039,0.832784,-0.87712,8,39,29,26,30
Thomas Ltd,Georgia John,0,0,12,5,0,0.309087,0.406557,-0.359793,1.68731,8,17,32,39,46
Thomas Ltd,Lauren Bailey,0,0,14,3,0,-0.426897,-1.63205,-1.34261,-0.306341,13,29,43,18,21
Thomas Ltd,Laura Giles,0,0,13,4,0,0.029844,0.331304,1.06407,0.911777,12,30,44,25,39
Thomas Ltd,Linda Murphy,0,0,17,4,0,-0.543569,-0.365159,-1.3272,0.610561,10,9,17,50,52
Thomas Ltd,Molly Pickering,0,0,12,5,0,-0.633434,-0.792813,-1.1153,0.227205,3,2,4,52,45
Thomas Ltd,Hilary Briggs,0,0,17,2,0,0.219952,0.824944,-0.0489243,-0.710992,14,31,33,34,34
Thomas Ltd,Josh Power,0,0,5,3,0,2.92911,1.22069,-0.503734,-0.549212,16,40,50,6,10
Thomas Ltd,Sam Saunders,0,0,2,3,0,0.289226,1.01373,1.15229,0.450504,6,14,20,41,42
Thomas Ltd,Laura Wood,0,0,9,5,0,-0.0397133,-0.761238,-0.915994,-1.90808,9,19,22,33,34
Thomas Ltd,Amy Watts,0,0,14,5,0,-0.608983,-1.04696,-1.0333,0.0728389,10,33,43,34,25
Thomas Ltd,Ross Clarke,0,0,4,6,1,2.23863,1.5256,0.665396,1.01847,0,2,4,54,54
Thomas Ltd,Gerard Moore,0,0,9,1,0,0.489881,0.823437,-0.287742,0.101908,5,29,43,23,24
Thomas Ltd,Robert Lowe,0,0,15,5,0,0.22601,1.83944,-0.264908,1.38891,12,18,18,31,29
Thomas Ltd,Sarah Chamberlain,0,0,14,2,0,-0.114869,-0.181786,-0.12459,0.937121,4,19,27,35,32
Thomas Ltd,Kayleigh Parker,0,0,15,1,0,0.505624,1.16658,1.82008,-0.798477,17,41,45,10,19
Thomas Ltd,Sylvia Kelly,0,0,3,5,0,-0.568649,-0.0360149,-0.456467,1.14434,4,13,15,43,44
Thomas Ltd,Marian Harding,0,0,17,5,0,0.157393,0.938137,1.8168,-1.2974,14,29,50,16,16
Thomas Ltd,Debra Allan,0,0,17,1,0,-0.643412,-0.472327,0.715685,0.584732,14,27,37,24,29
Thomas Ltd,Hilary Barnes,0,0,12,3,0,0.0341199,-0.465604,-0.302908,0.101152,16,32,56,18,17
Thomas Ltd,Alexander Moss,0,0,3,3,0,-0.328503,-1.11165,-0.862071,0.976087,13,7,13,41,48
Thomas Ltd,Eileen Phillips,0,0,0,5,0,-0.754089,-0.929658,-0.75013,-0.0885617,8,26,30,32,36
Thomas Ltd,Georgina Kay,0,0,15,6,0,2.2045,-0.0299765,-0.0954189,-0.366549,15,31,48,16,6
Thomas Ltd,Rachel Freeman,0,0,6,4,0,-1.06375,-0.596904,-0.967312,-0.158218,19,22,34,20,17
Thomas Ltd,Maurice Lane,0,0,4,2,0,-0.669677,-1.71572,-1.42555,-1.77443,6,26,35,19,20
Thomas Ltd,Neil Atkinson,0,0,9,4,1,1.27348,0.766638,-0.0335392,2.02077,-1,2,11,55,59
Thomas Ltd,Elliott Jones,0,0,17,3,0,3.90568,0.295529,-0.982705,-0.255169,4,28,32,28,18
Thomas Ltd,Elaine Ford,0,0,17,2,0,-0.187908,0.585403,-0.0524056,0.509972,12,30,43,17,20
Thomas Ltd,Georgia Morris,0,0,6,5,0,0.683868,0.643771,-0.156916,-0.0983207,8,11,32,50,47
Thomas Ltd,Alison Harding,0,0,4,6,0,1.278,-0.298322,-0.150772,-1.31408,18,36,69,6,5
Thomas Ltd,Amber Ferguson,0,0,15,5,0,0.14901,1.91744,-0.211908,1.40491,8,20,22,33,33
Thomas Ltd,Philip Green,0,0,6,3,0,-0.403797,0.086954,-0.500633,-0.405466,17,30,56,21,22
